"Name","Review Content","Date","Rating","Mercure Hotel"
"Top service and great views","We went to the rooftop bar and we had the pleasure of being served by Shahid. He had his team recreate the cocktail we drank when I gave my partner a ring on the rooftop bar back in 2019. His meal recommendations were spot on and his service was flawless. We ate the oxtail and the burger. Delicious. Thank you","Date of stay: August 2024This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews as part of our industry-leading trust & safety standards. Read our transparency report to learn more.","5.0 of 5 bubbles","Avani Hotel"
"Good service","From the moment i stepped into the hotel, i was greeted by the friendly staff. The front office enured that my check in was smooth. Layla ensured that everything was taken care of and she explained it all well. The hotel is amazing. The views are impeccable. Thnks Shalen, chuma, rejoice, manfred and junias","Date of stay: June 2023This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews as part of our industry-leading trust & safety standards. Read our transparency report to learn more.","5.0 of 5 bubbles","Avani Hotel"
"Cleanliness","The hotel is clean. The service is excellent and personnel are helpful and friendly. I would want to come often to relax and even just for few hours, because it is quite and safe. However I need some discount as an individual when in comes to accommodation.","Date of stay: June 2022This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews as part of our industry-leading trust & safety standards. Read our transparency report to learn more.","5.0 of 5 bubbles","Avani Hotel"
"Shanice","The view is spectacular!!! Beautiful sunsets!!!! The cocktails were well prepared by Shahid… Shanice was a wonderful host,she made me feel at home…….very professional and funny lady. Raynold and Lenize were also awesome!!!!!!!!!!!!!!","Date of stay: July 2024This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews as part of our industry-leading trust & safety standards. Read our transparency report to learn more.","5.0 of 5 bubbles","Avani Hotel"
"Stratos restaurant","The service at stratos was awesome. Especially the lady by the door shanice was so welcoming. I want to take her with to work at my office actually. And not to forget samoline with her jolly laugh. She gave us great service. Making sure we got all we needed. The girls really did a great job. I think we've found our new spot.","Date of stay: January 2023This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews as part of our industry-leading trust & safety standards. Read our transparency report to learn more.","5.0 of 5 bubbles","Avani Hotel"
"Shanice ","The view is awesome. I took many pictures. Very beautiful sunset pictures. The lovely lady Shanice was very welcoming and funny.  She defintely made me feel at home. The food especially the meal of week was awesome...  Buffy was also awesome","Date of stay: November 2023This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews as part of our industry-leading trust & safety standards. Read our transparency report to learn more.","5.0 of 5 bubbles","Avani Hotel"
"Amazing Experience","We dine at Stratos restaurant on Thursday night  and the food and drinks are amazing. Everyone was so welcoming especially Justina and Rosie. They welcome us with a smile and took very good care of us. They're so lovely and so fun to talk to. Great job!","Date of stay: October 2022This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews as part of our industry-leading trust & safety standards. Read our transparency report to learn more.","5.0 of 5 bubbles","Avani Hotel"
"Solo Dates ","I always come here on solo dates, such a peaceful and relaxing place. The sfaff welcomes me and i can say the service is always great. Whenever I want an alone time I always come here. Always assisted by Justina and Michaela they are always friendly.","Date of stay: February 2023This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews as part of our industry-leading trust & safety standards. Read our transparency report to learn more.","5.0 of 5 bubbles","Avani Hotel"
"Awesome Avani/Super Shanice","Excellent and friendly staff. Lovely spacious room. And the roof top bar is to die for!The hotel is located in central Windhoek. It’s modern and has a bar downstairs and on the roof, which also has a pool. It’s a great spot to see a sunset. Best of all, however, are the staff. Special shout out to Shanice!","Date of stay: September 2024This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews as part of our industry-leading trust & safety standards. Read our transparency report to learn more.","5.0 of 5 bubbles","Avani Hotel"
"Desire Review","Really appreciated the service by Chuma and Tia, really welcoming and smiling 🥲. Ready to serve. Nice foods and strongly clean rooms. The time spent at the balcony enjoying the view was a memorable one. Will surely come back very soon","Date of stay: November 2022This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews as part of our industry-leading trust & safety standards. Read our transparency report to learn more.","5.0 of 5 bubbles","Avani Hotel"
"Amazing and definitely coming back. One thing about Stratos it beats every place in Namibia just coz of it's view.","The moment I got here Jeremy assisted me with his handsome self and made sure to introduce himself.  I ordered Darling Chardonnay and have not stopped ever-since... the music is amazing.  The conversation is amazing not only coz of the music but the view and the incredible service. Thank you Jeremy 😊","Date of stay: July 2024This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews as part of our industry-leading trust & safety standards. Read our transparency report to learn more.","5.0 of 5 bubbles","Avani Hotel"
