"Name","Review Content","Date","Rating","Hilton Hotel"
"Vortei: mitten in der Stadt, sodass vieles zu Fuß erreichbar ist","Mein wahrscheinlich 10. Aufenthalt dort, der 1. im Urlaub! Auf Grund des bereits mehrmaligen Daseins wahrscheinlich deshalb ein Upgrade von 2 Betten auf 1 Kingsize Bett bekommen!Schönes helles Zimmer in hohem Stockwerk mit Blick auf den einheimischen Markt und Baustelle, da nebenan ein Hilton Garden ( billigere Kategorie) gebaut wird!!Keine Wohneinschränkung durch Baulärm.Das Hotel verfügt über - normale Zimmer, mit im Zimmer integriertem Bad und Easserkocher, sowie gefüllter, nicht magnetisierter Minibar sowie welche mit - eigener Terasse mit Liegen zum Sonnen.,- einem großen Frühstücksraum mit reichhaltigem Frühstücksbüffett, bei Gästen wie Einheimischen beliebt, man sollte sich jedoch alle warmen Speisen frisch zu bereiten lassen, da das, was unter Hauben u auf Chevies liegt, kalt ist,- einer Bar im 2./3. Stock  mit viel Loungemöbeln, oft Live Musik und einer reichhaltigen Getränkekarte sowie kleinen Snacks - einer weiteren im obersten Stock am Rooftop gelegenen Bar für einen tollen Sundowner- auch der schmale lange Pool dort oben mit  ca 10 Liegen läd zu einem ruhigen Nachmittag mit Aussicht nach einer Shopping Tour durch Windhoek ein.Das Hilton ist ein Business Hotel von internationalem Standard für den Beginn oder Abschluss einer Namibia Reise zu empfehlen, allein schon wegen der Nähe zur Stadt. Über Click and Fly bei Exprdia günstig zu buchen.","Date of stay: May 2016This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews as part of our industry-leading trust & safety standards. Read our transparency report to learn more.","3.0 of 5 bubbles","Hilton Hotel"
"Wonderful hotel!","We were a bit worried about finding our way to the hotel in the dark, but it is hard to miss on the main road in from the airport!  The staff were all extremely courteous and professional in every way. One member of staff accompanied us across the road to purchase a local SIM card, far above and beyond the call of duty! The room was beautifully appointed, immaculately clean, had everything you could wish for.  Breakfast was superb, one of the best spreads we have seen anywhere in the world.  We only used wifi in the public areas, and that seemed to work fine. No hesitation in recommending this hotel to others.","Date of stay: April 2016This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews as part of our industry-leading trust & safety standards. Read our transparency report to learn more.","5.0 of 5 bubbles","Hilton Hotel"
"Typisches Business/Stadthotel","Das Hilton befindet sich sehr zentral zur Innenstadt mit kleiner Einkaufsmeile, auch ist die Christuskirche gut zu Fuß zu erreichen,  was tagsüber unter der Woche kein Problem ist. Parken kann man sicher in der Tiefgarage des Hotels. Das einchecken verlief schnell und sehr freundlich,  überhaupt war das ganze Personal sehr nett und nicht wie mehrmals bemängelt langsam.  Unser Zimmer war sehr groß,  komfortabel eingerichtet,  schöner Blick auf die Kirche, und Museum.  Es sind aber rund um das Hotel Baustellen,  die zwar nicht schön anzuschauen sind, aber keine Lärmbelästigung bedeuten.  Bett sehr groß und bequem.  Badezimmer hat separate Dusche und WC plus Badewanne. Frühstücksbuffet sehr viel Auswahl,  geschmacklich gut.Da wir nach unserer Anreise im Hilton waren,  haben wir den Nachmittag am Pool mit dazugehöriger Skybar sehr genossen.  Sehr schönes Ambiente,  super Ausblick auf Windhoek, auch bei Nacht. Einziges Manko war das kostenpflichtige WLAN,  war sonst überall in Namibia kostenlos.","Date of stay: April 2016This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews as part of our industry-leading trust & safety standards. Read our transparency report to learn more.","4.0 of 5 bubbles","Hilton Hotel"
"Un nome una garanzia!","Abbiamo passato la prima notte del nostro viaggio in Namibia all'Hilton, le camere sono molto spaziose e curate, pulizia ottima! Il ristorante offre una buona scelta di cibi, molto vari! Molto bella la terrazza con la piscina, peccato non aver avuto il tempo matematico per sfruttarla!","Date of stay: May 2016This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews as part of our industry-leading trust & safety standards. Read our transparency report to learn more.","4.0 of 5 bubbles","Hilton Hotel"
"very good and friendly service","The staff were very friendly and went out of their way to assist. I had to leave early in the morning to catch a flight before the dining room was open for breakfast. They kindly arranged a breakfast hamper for me","Date of stay: April 2016This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews as part of our industry-leading trust & safety standards. Read our transparency report to learn more.","4.0 of 5 bubbles","Hilton Hotel"
"The place where to lodge","Nice Hotel, excellently located in the very centre of Windhoek. For taxi trips for business meetings is perfect. And being where it is, with Independence Avenue on its back, you can go walking easily to anywhere you want.Buffet Restaurant is very nice, with superb staff taking care of the guests. Excelletn food, to the localtaste, nicely spicy.Pool Deck and the Gym are ok. Pool is on rthe 9th floor, on the roof, so sun is hitting straight on you! So good when looking for a nice tan.To cut a long story short, the place I will return when coming back to Winhoek next time.","Date of stay: April 2016This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews as part of our industry-leading trust & safety standards. Read our transparency report to learn more.","5.0 of 5 bubbles","Hilton Hotel"
"Tampering with luggage","Stayed at the Hilton Windhoek for two nights in March 2016. Hotel design pleasing on the eye. Open spaces. Room was spacious with splendid balcony with two deck chairs and two loungers. However, room was not cleaned properly especially bathroom and toilet floor grimy. Towels and bed linen looked half washed. Carpets in passages dirty.On first night luggage was tampered with, nothing taken. On check out over heard another guest complain that a wrapped gift box that she handed to porter was opened. Tampering with guest luggage is a problem at this place.Had dinner and breakfast at Ekipa restaurant. Delicious, well presented food, buffet style with excellent selection of food. Service at Centrum restaurant very poor. Waited for an hour for veggie burger. Executive lounge nothing to write home about. Small room with handful of chairs and few snack dishes. Uninviting room. Had a look, walked away.Service at front desk okay.Hotel good for stopover.","Date of stay: March 2016This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews as part of our industry-leading trust & safety standards. Read our transparency report to learn more.","3.0 of 5 bubbles","Hilton Hotel"
"Very Good","This is  a  hotel that I will recommend to other people, it is clean neat and the food is good. I will  stay there a again. Will also tell my family and friends about Hilton in the country.  The food is good and the staff is very helpful.","Date of stay: February 2016This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews as part of our industry-leading trust & safety standards. Read our transparency report to learn more.","4.0 of 5 bubbles","Hilton Hotel"
"GOOD BRAND BUT DOES NOT live UPTO EXPECTATION","HOTEL LOCATION IS GOOD . Rooms are clean and housekeeping staffs are helpful.   In kitchen though you would have a strange experience. Some folks are real rude , which is bad for service industry.  Just make sure they deliver as per the brand name, and staffs should not take customers for granted. Just because they have been staying there for months.","Date of stay: February 2016This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews as part of our industry-leading trust & safety standards. Read our transparency report to learn more.","2.0 of 5 bubbles","Hilton Hotel"
"Overnight stay","Good location. Absolutely fantastic breakfast - the best ever!Reception staff helpful Quite comfy rooms good size and well furnishedBar on top of hotel has good views but staff and service could be betterPool small - not invitingWouldn't bring children hereThere is building going on next door so choose your room well.","Date of stay: February 2016This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews as part of our industry-leading trust & safety standards. Read our transparency report to learn more.","3.0 of 5 bubbles","Hilton Hotel"
"Super Lage, spannender Bau","Super Lage, tolle roof top bar, mit Aussicht über ganz Windhoek. gutes Essen à la carte, allerdings nicht vom Buffet. die Zimmer sind sehr grosszügigiConsièrge Leistung unterirdisch, Teppichböden in den Gängen und im Zimmer","Date of stay: January 2016This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews as part of our industry-leading trust & safety standards. Read our transparency report to learn more.","3.0 of 5 bubbles","Hilton Hotel"
"stay at Hilton Windhoek","My wife and celebrated our 21st Wedding Anniversary at the Hilton in Windhoek. It was truly a memorable and outstanding experience with such dedicated staff. It was 6 star treatment. The establishment is highly recommended making a return stop from their travels through Namibia and enroute home.","Date of stay: January 2016This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews as part of our industry-leading trust & safety standards. Read our transparency report to learn more.","5.0 of 5 bubbles","Hilton Hotel"
